"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"18","@Neuro2343 I am pretty sure I would have been terrible at that game! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,0,"Neuro2343",2018-05-08 03:50:13,FALSE,"993699323098615808","993699567970512897","4716396463","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBartholomee",0,FALSE,FALSE,NA,NA
"19","RT @raflocruz99: “I wouldn’t say my favorite flower is penis..” <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,0,NA,2018-05-08 03:49:41,FALSE,NA,"993699432096043008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",1,TRUE,FALSE,NA,NA
"20","@FallonTonight That was hysterical! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,0,"FallonTonight",2018-05-08 03:49:40,FALSE,"993698205593370624","993699429369679872","19777398","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Starlilies68",0,FALSE,FALSE,NA,NA
"21","RT @FallonTonight: Hey everyone! @thatsso_rachael here...It's time for tonight's #FallonTonight livetweet! https://t.co/Bz77X2TOsn",FALSE,0,NA,2018-05-08 03:49:31,FALSE,NA,"993699391524540416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","brad_palma",14,TRUE,FALSE,NA,NA
"22","RT @jimmyfallon: Tonight on the show: Michael Shannon is here, @AndrewRannells stops by, and Father John Misty performs! #FallonTonight",FALSE,0,NA,2018-05-08 03:48:47,FALSE,NA,"993699206136287243",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SangriaWineCamz",96,TRUE,FALSE,NA,NA
"23","RT @LizOquendo: Omg word on the street with #joefirestone was so funny #FallonTonight https://t.co/eIEc8AdisM",FALSE,0,NA,2018-05-08 03:48:30,FALSE,NA,"993699134606663682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",1,TRUE,FALSE,NA,NA
"24","RT @MittRegularGuy: Thank god for the clowns.
Every night Stephen Colbert, Seth Meyers, Jimmy Kimmel, and even Jimmy Fallon, use humor to c…",FALSE,0,NA,2018-05-08 03:48:25,FALSE,NA,"993699115824377857",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","missb62",2,TRUE,FALSE,NA,NA
"25","Damn Jo is too much<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,1,NA,2018-05-08 03:48:18,FALSE,NA,"993699083390013441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"26","RT @jimmyfallon: Tonight on the show: Michael Shannon is here, @AndrewRannells stops by, and Father John Misty performs! #FallonTonight",FALSE,0,NA,2018-05-08 03:48:12,FALSE,NA,"993699060510003202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","camprockgirly",96,TRUE,FALSE,NA,NA
"27","RT @FallonTonight: Hey everyone! @thatsso_rachael here...It's time for tonight's #FallonTonight livetweet! https://t.co/Bz77X2TOsn",FALSE,0,NA,2018-05-08 03:48:04,FALSE,NA,"993699027463090176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","camprockgirly",14,TRUE,FALSE,NA,NA
"28","Omg word on the street with #joefirestone was so funny #FallonTonight https://t.co/eIEc8AdisM",FALSE,2,NA,2018-05-08 03:48:00,FALSE,NA,"993699007338831872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LizOquendo",1,FALSE,FALSE,NA,NA
"29","RT @jimmyfallon: Tonight on the show: Michael Shannon is here, @AndrewRannells stops by, and Father John Misty performs! #FallonTonight",FALSE,0,NA,2018-05-08 03:47:47,FALSE,NA,"993698955937636352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gsweetener",96,TRUE,FALSE,NA,NA
"30","We need the original voices of the #PowerpuffGirls (@tarastrong @RealEGDaily &amp; @CatCavadini) to appear on… https://t.co/2BZTSZoBl7",FALSE,0,NA,2018-05-08 03:47:19,TRUE,NA,"993698838492925952",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","8train",0,FALSE,FALSE,NA,NA
"31","RT @FallonTonight: It's all about boogie boards this spring. #FallonTonight https://t.co/z9nOIIGmOm",FALSE,0,NA,2018-05-08 03:47:01,FALSE,NA,"993698760466329600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joseramonmarmtz",6,TRUE,FALSE,NA,NA
"32","@LLSHMDfn2 @FallonTonight @thatsso_rachael OHHEYYYYY! It's my favorite LATE SHOW HOST!!!  #NEILYOUNG… https://t.co/TWfxxf630s",FALSE,0,"LLSHMDfn2",2018-05-08 03:47:00,TRUE,"993696854700384256","993698757010186241","167236897","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","gamermom70",0,FALSE,FALSE,NA,NA
"33","Claritin <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> #FallonTonight",FALSE,1,NA,2018-05-08 03:46:53,FALSE,NA,"993698728744800256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBartholomee",0,FALSE,FALSE,NA,NA
"34","That was torture. #FallonTonight",FALSE,0,NA,2018-05-08 03:46:46,FALSE,NA,"993698697522368512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CurtisJtaylor",0,FALSE,FALSE,NA,NA
"35","Im.shaking...<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,2,NA,2018-05-08 03:46:43,FALSE,NA,"993698688231985153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"36","JLO IS GOING TO BE ON THE SHOW I'M SO EXCITED!!! CAN'T WAIT!!! I LOVE THEM SO MUCH!!!! Jimmy and Jlo. @jimmyfallon @JLo #FallonTonight",FALSE,1,NA,2018-05-08 03:46:39,FALSE,NA,"993698667898048512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","camprockgirly",1,FALSE,FALSE,NA,NA
"37","@FallonTonight @thatsso_rachael  https://t.co/KLuAOfSiMl",FALSE,0,"FallonTonight",2018-05-08 03:46:34,FALSE,"993696579948371968","993698647475826688","19777398","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","PiperLori14",0,FALSE,FALSE,NA,NA
"38","@FallonTonight @thatsso_rachael Hi Rachael. You're not at the #MetGala? Live tweet will before fun. <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #FallonTonight @jimmyfallon",FALSE,1,"FallonTonight",2018-05-08 03:46:30,FALSE,"993696579948371968","993698633378926592","19777398","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LStreny",0,FALSE,FALSE,NA,NA
"39","“I wouldn’t say my favorite flower is penis..” <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,1,NA,2018-05-08 03:46:23,FALSE,NA,"993698603599388672",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","raflocruz99",1,FALSE,FALSE,NA,NA
"40","@FallonTonight Cool",FALSE,0,"FallonTonight",2018-05-08 03:46:15,FALSE,"993698205593370624","993698567746412544","19777398","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ughnotagainwhy",0,FALSE,FALSE,NA,NA
"41","RT @FallonTonight: It's all about boogie boards this spring. #FallonTonight https://t.co/z9nOIIGmOm",FALSE,0,NA,2018-05-08 03:46:08,FALSE,NA,"993698540307312640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ughnotagainwhy",6,TRUE,FALSE,NA,NA
"42","RT @FallonTonight: It's all about boogie boards this spring. #FallonTonight https://t.co/z9nOIIGmOm",FALSE,0,NA,2018-05-08 03:46:08,FALSE,NA,"993698539283894273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielsChelle55",6,TRUE,FALSE,NA,NA
"43","SNOT..<ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,3,NA,2018-05-08 03:45:51,FALSE,NA,"993698468857368576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"44","RT @jimmyfallon: Tonight on the show: Michael Shannon is here, @AndrewRannells stops by, and Father John Misty performs! #FallonTonight",FALSE,0,NA,2018-05-08 03:45:43,FALSE,NA,"993698433323225089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FallonTonight",96,TRUE,FALSE,NA,NA
"45","#BoogerBoat #FallonTonight",FALSE,1,NA,2018-05-08 03:45:41,FALSE,NA,"993698425807032320",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","douchebaggette",0,FALSE,FALSE,NA,NA
"46","A glove of skin <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,1,NA,2018-05-08 03:45:38,FALSE,NA,"993698414713102337",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","raflocruz99",0,FALSE,FALSE,NA,NA
"47","""I wouldn't say my favorite flower is penis..."" #FallonTonight",FALSE,1,NA,2018-05-08 03:45:33,FALSE,NA,"993698391552151552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AndrewCollet",0,FALSE,FALSE,NA,NA
"48","RT @MittRegularGuy: Thank god for the clowns.
Every night Stephen Colbert, Seth Meyers, Jimmy Kimmel, and even Jimmy Fallon, use humor to c…",FALSE,0,NA,2018-05-08 03:45:31,FALSE,NA,"993698386099474432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaradraF",2,TRUE,FALSE,NA,NA
"49","RT @FallonTonight: It's all about boogie boards this spring. #FallonTonight https://t.co/z9nOIIGmOm",FALSE,0,NA,2018-05-08 03:45:28,FALSE,NA,"993698372040167424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBartholomee",6,TRUE,FALSE,NA,NA
"50","Different skin..<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>..i cant #FallonTonight",FALSE,1,NA,2018-05-08 03:45:18,FALSE,NA,"993698330210422786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"51","A different skin over their hand... <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> #FallonTonight",FALSE,1,NA,2018-05-08 03:45:17,FALSE,NA,"993698323629596672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBartholomee",0,FALSE,FALSE,NA,NA
"52","Alligator skin <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,1,NA,2018-05-08 03:45:11,FALSE,NA,"993698301307387904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","raflocruz99",0,FALSE,FALSE,NA,NA
"53","@FallonTonight didn't I see The Roots on the Rock n Roll HOF induction ceremony?",FALSE,0,"FallonTonight",2018-05-08 03:44:57,FALSE,NA,"993698242444619776","19777398","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Princess1tia",0,FALSE,FALSE,NA,NA
"54","A glove of skin?<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> #FallonTonight",FALSE,0,NA,2018-05-08 03:44:53,FALSE,NA,"993698225591812096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mommybird97",0,FALSE,FALSE,NA,NA
"55","#FallonTonight 
Ok, what's up with @jimmyfallon's new look?
A. He got sober, no weed today.
B. He didn't get in a f… https://t.co/SKcv1vvUXo",FALSE,0,NA,2018-05-08 03:44:51,TRUE,NA,"993698217358430208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WordSrgnz",0,FALSE,FALSE,NA,NA
"56","It's all about boogie boards this spring. #FallonTonight https://t.co/z9nOIIGmOm",FALSE,36,NA,2018-05-08 03:44:48,FALSE,NA,"993698205593370624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FallonTonight",6,FALSE,FALSE,NA,NA
"57","Thank god for the clowns.
Every night Stephen Colbert, Seth Meyers, Jimmy Kimmel, and even Jimmy Fallon, use humor… https://t.co/VzWOlnQBhz",FALSE,1,NA,2018-05-08 03:44:48,TRUE,NA,"993698204171554816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MittRegularGuy",2,FALSE,FALSE,NA,NA
"58","Cold and soft burritto<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,1,NA,2018-05-08 03:44:43,FALSE,NA,"993698182814150656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"59",".@kingfirestorm would kill it on #Catchphrase!
#WordOnTheStreet #FallonTonight",FALSE,1,NA,2018-05-08 03:44:42,FALSE,NA,"993698179928510466",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joseramonmarmtz",0,FALSE,FALSE,NA,NA
"60","This Potato Salad one is my favorite! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> #FallonTonight",FALSE,0,NA,2018-05-08 03:44:35,FALSE,NA,"993698151214219266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBartholomee",0,FALSE,FALSE,NA,NA
"61","Bird poop<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+00A9><ed><U+00A0><U+00BD><ed><U+00B2><U+00A9><ed><U+00A0><U+00BD><ed><U+00B2><U+00A9><ed><U+00A0><U+00BD><ed><U+00B2><U+00A9> #FallonTonight",FALSE,2,NA,2018-05-08 03:44:22,FALSE,NA,"993698093500690432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"62","@FallonTonight @thatsso_rachael Hi! #FallonTonight",FALSE,0,"FallonTonight",2018-05-08 03:44:10,FALSE,"993696579948371968","993698045530341376","19777398","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","conklerocku2",0,FALSE,FALSE,NA,NA
"63","RT @RyanBartholomee: ""My lips are sealed...tweet."" <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #FallonTonight",FALSE,0,NA,2018-05-08 03:44:10,FALSE,NA,"993698045287174145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pris_cillaC",4,TRUE,FALSE,NA,NA
"64","Yaaasss @kingfirestorm <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084> #FallonTonight",FALSE,1,NA,2018-05-08 03:44:04,FALSE,NA,"993698021136322560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neuro2343",0,FALSE,FALSE,NA,NA
"65","I’m going to lunch now! #FallonTonight",FALSE,1,NA,2018-05-08 03:43:55,FALSE,NA,"993697981038645248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FALLON1974",0,FALSE,FALSE,NA,NA
"66","RT @people: .@jimmyfallon is dedicating an entire @FallonTonight episode to teachers <ed><U+00A0><U+00BD><ed><U+00B1><U+008F> https://t.co/PY5k1JRYR3",FALSE,0,NA,2018-05-08 03:43:51,FALSE,NA,"993697965998034945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FashionableFave",317,TRUE,FALSE,NA,NA
"67","@FallonTonight @thatsso_rachael I have no idea just drunk in the UK! Have fun #whoops",FALSE,0,"FallonTonight",2018-05-08 03:43:47,FALSE,"993696579948371968","993697949489221632","19777398","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrahamMurph77",0,FALSE,FALSE,NA,NA
"68","Tonight Show: Word on the Street!! #FallonTonight",FALSE,0,NA,2018-05-08 03:43:37,FALSE,NA,"993697904274522112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FALLON1974",1,FALSE,FALSE,NA,NA
"69","RT @RepublicRecords: ICYMI: @officialjaden talks touring, freestyling &amp; the ""Icon"" vid on @FallonTonight <ed><U+00A0><U+00BC><ed><U+00BE><U+0099>

Watch <U+2193>
https://t.co/67k6WgFtbd…",FALSE,0,NA,2018-05-08 03:43:32,FALSE,NA,"993697883743498241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","slayinwithbey",2,TRUE,FALSE,NA,NA
"70","One party to unite them all. #StarWars #KYDerby #CincoDeMayo @FallonTonight #FallonTonight https://t.co/ggN8ajiMvJ",FALSE,1,NA,2018-05-08 03:43:28,FALSE,NA,"993697867859726336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katsterevin",0,FALSE,FALSE,NA,NA
"71","@FallonTonight @thatsso_rachael  https://t.co/s7DZmCHsX9",FALSE,0,"FallonTonight",2018-05-08 03:43:25,FALSE,"993696579948371968","993697856014954496","19777398","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TBI_TeamRock",0,FALSE,FALSE,NA,NA
"72","A fast dance off of @jimmyfallon vs. @JLo? That sounds like it will be epic! #FallonTonight",FALSE,0,NA,2018-05-08 03:43:25,FALSE,NA,"993697855784308736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBartholomee",0,FALSE,FALSE,NA,NA
"73","RT @Neuro2343: Yaasss.. #TeacherAppreciationWeek <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F> #FallonTonight",FALSE,0,NA,2018-05-08 03:43:19,FALSE,NA,"993697830371053569",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","raflocruz99",1,TRUE,FALSE,NA,NA
